9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2003-04-21","1341","1390","1321","1381","1803102","460.3"
"2003-04-22","1379","1379","1315","1320","1242601","440"
"2003-04-23","1340","1345","1305","1315","1076401","438.3"
"2003-04-24","1325","1336","1309","1324","768701","441.3"
"2003-04-25","1340","1367","1320","1349","2340802","449.7"
"2003-04-28","1329","1347","1292","1295","1301401","431.7"
"2003-04-30","1315","1341","1296","1337","1436101","445.7"
"2003-05-01","1329","1380","1321","1368","1820202","456"
"2003-05-02","1370","1375","1347","1364","932401","454.7"
"2003-05-06","1380","1560","1378","1540","11433211","513.3"
"2003-05-07","1600","1656","1561","1640","12041012","546.7"
"2003-05-08","1618","1690","1595","1610","8741709","536.7"
"2003-05-09","1620","1679","1593","1631","5923106","543.7"
"2003-05-12","1570","1574","1458","1475","7225007","491.7"
"2003-05-13","1480","1518","1453","1470","3848204","490"
"2003-05-14","1482","1508","1470","1504","2520103","501.3"
"2003-05-15","1518","1518","1487","1515","2096002","505"
"2003-05-16","1535","1648","1525","1648","7760008","549.3"
"2003-05-19","1648","1685","1590","1621","5454005","540.3"
"2003-05-20","1600","1649","1593","1594","3200503","531.3"
"2003-05-21","1615","1674","1610","1655","5664706","551.7"
"2003-05-22","1690","1712","1647","1660","7567808","553.3"
"2003-05-23","1678","1686","1623","1644","2395202","548"
"2003-05-26","1640","1658","1618","1633","1399601","544.3"
"2003-05-27","1633","1633","1562","1562","2789303","520.7"
"2003-05-28","1600","1636","1572","1625","3586704","541.7"
"2003-05-29","1625","1638","1591","1591","2396802","530.3"
"2003-05-30","1581","1600","1569","1598","1969002","532.7"
"2003-06-02","1628","1629","1595","1612","1780402","537.3"
"2003-06-03","1602","1609","1575","1590","1672402","530"
"2003-06-04","1580","1618","1573","1580","1795402","526.7"
"2003-06-05","1583","1590","1532","1545","3253203","515"
"2003-06-06","1550","1580","1522","1548","2825203","516"
"2003-06-09","1570","1646","1560","1629","4469504","543"
"2003-06-10","1600","1624","1591","1610","1973302","536.7"
"2003-06-11","1639","1649","1617","1626","2869603","542"
"2003-06-12","1650","1696","1632","1640","6039406","546.7"
"2003-06-13","1655","1662","1621","1622","3088003","540.7"
"2003-06-16","1600","1605","1580","1580","1666702","526.7"
"2003-06-17","1639","1640","1585","1606","1806202","535.3"
"2003-06-18","1630","1675","1617","1644","5370105","548"
"2003-06-19","1677","1764","1650","1763","8211608","587.7"
"2003-06-20","1740","1803","1730","1781","14578615","593.7"
"2003-06-23","1850","1863","1828","1860","8420208","620"
"2003-06-24","1820","1845","1800","1809","5343905","603"
"2003-06-25","1823","1850","1812","1841","4073804","613.7"
"2003-06-26","1871","1920","1856","1920","8875809","640"
"2003-06-27","1958","2145","1937","2135","19894820","711.7"
"2003-06-30","2150","2530","2095","2275","25427625","758.3"
"2003-07-01","2475","2510","2330","2360","18999819","786.7"
"2003-07-02","2440","2470","2320","2375","8630209","791.7"
"2003-07-03","2440","2610","2335","2495","20114320","831.7"
"2003-07-04","2455","2670","2425","2670","20113920","890"
"2003-07-07","2790","3070","2770","3070","23431523","1023.3"
"2003-07-08","3470","3570","3300","3570","16306516","1190"
"2003-07-09","3490","3870","3330","3630","28200928","1210"
"2003-07-10","3480","3540","3250","3250","14178314","1083.3"
"2003-07-11","3050","3130","2810","2880","23399323","960"
"2003-07-14","3010","3200","2965","3200","19721120","1066.7"
"2003-07-15","3400","3460","3070","3080","18916919","1026.7"
"2003-07-16","3180","3310","2925","3270","26872727","1090"
"2003-07-17","3070","3140","3000","3040","16075216","1013.3"
"2003-07-18","3090","3230","3070","3150","20248220","1050"
"2003-07-22","3250","3510","3190","3510","26842827","1170"
"2003-07-23","3610","3700","3460","3480","27650128","1160"
"2003-07-24","3530","3620","3420","3500","12762913","1166.7"
"2003-07-25","3500","3580","3420","3510","9520710","1170"
"2003-07-28","3630","3700","3600","3670","14141914","1223.3"
"2003-07-29","3760","3820","3650","3680","20565721","1226.7"
"2003-07-30","3630","3680","3520","3520","7431807","1173.3"
"2003-07-31","3540","3560","3320","3480","14684315","1160"
"2003-08-01","3570","3620","3460","3540","10116010","1180"
"2003-08-04","3420","3440","3350","3360","6691107","1120"
"2003-08-05","3380","3410","3220","3310","10952111","1103.3"
"2003-08-06","3160","3420","3150","3420","17944018","1140"
"2003-08-07","3380","3460","3200","3200","11333511","1066.7"
"2003-08-08","3240","3320","3130","3240","10124810","1080"
"2003-08-11","3330","3330","3180","3240","8186208","1080"
"2003-08-12","3260","3330","3180","3300","9938110","1100"
"2003-08-13","3330","3380","3260","3270","7131507","1090"
"2003-08-14","3280","3350","3240","3350","3198303","1116.7"
"2003-08-15","3430","3430","3280","3290","5500506","1096.7"
"2003-08-18","3320","3470","3310","3470","4034004","1156.7"
"2003-08-19","3570","3610","3520","3530","7422807","1176.7"
"2003-08-20","3550","3550","3450","3470","3582204","1156.7"
"2003-08-21","3450","3510","3410","3480","3699504","1160"
"2003-08-22","3480","3570","3460","3500","5555806","1166.7"
"2003-08-25","3510","3540","3380","3400","3377603","1133.3"
"2003-08-26","3360","3480","3330","3480","3117903","1160"
"2003-08-27","3490","3560","3430","3440","3857504","1146.7"
"2003-08-28","3460","3470","3350","3350","2055502","1116.7"
"2003-08-29","3400","3440","3360","3420","2754203","1140"
"2003-09-01","3450","3510","3420","3470","3764404","1156.7"
"2003-09-02","3520","3970","3490","3970","28230428","1323.3"
"2003-09-03","4270","4460","3940","3980","32998333","1326.7"
"2003-09-04","4130","4180","3920","3970","10728711","1323.3"
"2003-09-05","3990","4030","3790","3950","11084311","1316.7"
"2003-09-08","3900","4390","3870","4300","26594527","1433.3"
"2003-09-09","4450","4500","4320","4360","22717923","1453.3"
"2003-09-10","4210","4420","4140","4420","22716923","1473.3"
"2003-09-11","4340","4630","4300","4340","20802621","1446.7"
"2003-09-12","4460","4500","4350","4480","9858510","1493.3"
"2003-09-16","4520","4660","4500","4660","15639616","1553.3"
"2003-09-17","4860","4960","4710","4710","19880020","1570"
"2003-09-18","4720","4920","4710","4900","11962612","1633.3"
"2003-09-19","5050","5070","4800","4870","13499713","1623.3"
"2003-09-22","4770","4880","4720","4730","6770407","1576.7"
"2003-09-24","4850","4900","4300","4600","10002910","1533.3"
"2003-09-25","4410","4500","4240","4320","8222208","1440"
"2003-09-26","4220","4570","4220","4550","6888407","1516.7"
"2003-09-29","4600","4740","4520","4720","10164310","1573.3"
"2003-09-30","4850","4870","4710","4720","6992707","1573.3"
"2003-10-01","4760","4780","4640","4770","5217405","1590"
"2003-10-02","4860","4920","4790","4820","5386205","1606.7"
"2003-10-03","4830","4840","4700","4750","3728204","1583.3"
"2003-10-06","4770","4820","4650","4650","3566304","1550"
"2003-10-07","4690","5150","4580","5150","28994529","1716.7"
"2003-10-08","5150","5360","5030","5060","29249529","1686.7"
"2003-10-09","5160","5340","5030","5210","21620122","1736.7"
"2003-10-10","5420","5460","5300","5390","14627915","1796.7"
"2003-10-14","5490","6010","5440","5970","25990926","1990"
"2003-10-15","6170","6330","6030","6030","19337119","2010"
"2003-10-16","6130","7030","6050","7030","31157731","2343.3"
"2003-10-17","6900","7370","6860","7030","24179524","2343.3"
"2003-10-20","6930","7270","6880","7140","11393211","2380"
"2003-10-21","7250","7300","6140","6400","22000422","2133.3"
"2003-10-22","6580","6830","6110","6120","15414415","2040"
"2003-10-23","5720","5780","5120","5120","19580720","1706.7"
"2003-10-24","5320","5610","5030","5210","17094117","1736.7"
"2003-10-27","5380","5820","5330","5800","17607518","1933.3"
"2003-10-28","5980","6060","5570","5660","12150212","1886.7"
"2003-10-29","5860","5890","5520","5700","7032507","1900"
"2003-10-30","5650","5670","5410","5510","5173505","1836.7"
"2003-10-31","5510","5760","5490","5650","7579208","1883.3"
"2003-11-04","5950","5960","5730","5790","7202907","1930"
"2003-11-05","5690","5720","5470","5610","6525507","1870"
"2003-11-06","5520","5570","5100","5140","7871808","1713.3"
"2003-11-07","5210","5400","5080","5390","7284607","1796.7"
"2003-11-10","5290","5300","4770","4810","8443008","1603.3"
"2003-11-11","4310","4310","4310","4310","550701","1436.7"
"2003-11-12","4400","4540","4140","4360","20990521","1453.3"
"2003-11-13","4500","4610","4440","4470","11820212","1490"
"2003-11-14","4370","4400","3970","4000","15272615","1333.3"
"2003-11-17","3650","3740","3500","3500","15566716","1166.7"
"2003-11-18","3550","3940","3210","3900","25267425","1300"
"2003-11-19","3650","3800","3530","3550","15794816","1183.3"
"2003-11-20","3750","3830","3580","3790","15472315","1263.3"
"2003-11-21","3700","3840","3640","3800","10945511","1266.7"
"2003-11-25","4000","4210","3980","4160","16622317","1386.7"
"2003-11-26","4110","4490","4090","4290","22843723","1430"
"2003-11-27","4390","4480","4330","4380","10419510","1460"
"2003-11-28","4350","4370","4150","4150","6293106","1383.3"
"2003-12-01","3950","4330","3950","4310","8520009","1436.7"
"2003-12-02","4410","4470","4250","4290","7617508","1430"
"2003-12-03","4330","4450","4270","4420","7154607","1473.3"
"2003-12-04","4390","4570","4360","4400","12303212","1466.7"
"2003-12-05","4410","4460","4270","4290","5360805","1430"
"2003-12-08","4200","4220","3970","3980","7861608","1326.7"
"2003-12-09","4080","4110","3810","4010","9076309","1336.7"
"2003-12-10","3860","3880","3680","3700","8877609","1233.3"
"2003-12-11","3750","3780","3470","3610","14422514","1203.3"
"2003-12-12","3310","3350","3110","3110","23398923","1036.7"
"2003-12-15","3160","3380","3020","3380","25627726","1126.7"
"2003-12-16","3180","3300","3150","3200","12250712","1066.7"
"2003-12-17","3250","3270","3060","3090","7656408","1030"
"2003-12-18","3110","3130","2860","2910","19045419","970"
"2003-12-19","2950","2970","2830","2890","13869214","963.3"
"2003-12-22","2815","3090","2770","2995","16902317","998.3"
"2003-12-24","3070","3230","3040","3120","16440816","1040"
"2003-12-25","3180","3290","3180","3290","11232711","1096.7"
"2003-12-26","3340","3350","3210","3230","10517111","1076.7"
"2003-12-29","3240","3330","3230","3290","6738607","1096.7"
"2003-12-30","3350","3350","3280","3280","4230404","1093.3"
