9984 東証1部 ソフトバンクグループ(株)（情報・通信）,,,,,
"2002-03-29","2495","2535","2375","2375","2472602","791.7"
"2002-04-01","2385","2435","2325","2325","1861702","775"
"2002-04-02","2350","2380","2285","2380","2091002","793.3"
"2002-04-03","2290","2375","2275","2355","2085102","785"
"2002-04-04","2375","2445","2330","2440","1900502","813.3"
"2002-04-05","2430","2480","2370","2395","1464401","798.3"
"2002-04-08","2435","2475","2405","2465","1463401","821.7"
"2002-04-09","2460","2485","2385","2395","1334301","798.3"
"2002-04-10","2360","2420","2330","2400","1147001","800"
"2002-04-11","2440","2455","2340","2340","1069601","780"
"2002-04-12","2260","2295","2240","2265","2158002","755"
"2002-04-15","2250","2315","2225","2295","1122801","765"
"2002-04-16","2270","2305","2265","2285","897801","761.7"
"2002-04-17","2295","2315","2040","2075","7251207","691.7"
"2002-04-18","2080","2140","2075","2110","2695103","703.3"
"2002-04-19","2080","2095","1985","2015","4050104","671.7"
"2002-04-22","1980","2075","1979","2040","1950802","680"
"2002-04-23","2020","2040","2010","2015","1345701","671.7"
"2002-04-24","2035","2190","1960","2125","4471704","708.3"
"2002-04-25","2120","2170","2060","2070","2351802","690"
"2002-04-26","2055","2060","1995","2025","2431802","675"
"2002-04-30","1955","1970","1933","1950","2281102","650"
"2002-05-01","1980","2010","1939","1941","2113702","647"
"2002-05-02","1945","1959","1893","1921","2250402","640.3"
"2002-05-07","1895","1915","1871","1875","2064902","625"
"2002-05-08","1890","1925","1881","1898","1444201","632.7"
"2002-05-09","2020","2025","1962","1975","2300202","658.3"
"2002-05-10","1940","1942","1901","1911","1114401","637"
"2002-05-13","1850","1877","1833","1874","1488101","624.7"
"2002-05-14","1904","1909","1871","1875","1004501","625"
"2002-05-15","1905","1968","1900","1931","1672502","643.7"
"2002-05-16","1940","2020","1926","2020","1863302","673.3"
"2002-05-17","2050","2060","1971","1971","2280202","657"
"2002-05-20","1990","2035","1972","1979","1133801","659.7"
"2002-05-21","1980","2020","1965","1985","1066401","661.7"
"2002-05-22","1999","2095","1999","2095","2046302","698.3"
"2002-05-23","2150","2170","2105","2105","3142303","701.7"
"2002-05-24","2140","2145","2070","2115","1127701","705"
"2002-05-27","2115","2140","2085","2085","1090701","695"
"2002-05-28","2085","2090","2050","2060","808801","686.7"
"2002-05-29","2020","2060","2000","2045","1315601","681.7"
"2002-05-30","2045","2050","2000","2035","971601","678.3"
"2002-05-31","2015","2045","1950","1950","1212601","650"
"2002-06-03","1970","2025","1965","2025","936601","675"
"2002-06-04","1990","2020","1986","1991","991501","663.7"
"2002-06-05","2010","2025","1997","2005","748001","668.3"
"2002-06-06","2030","2055","2005","2010","1254901","670"
"2002-06-07","1970","1988","1961","1984","1141801","661.3"
"2002-06-10","1980","2000","1976","1976","717201","658.7"
"2002-06-11","1951","1973","1920","1955","1244101","651.7"
"2002-06-12","1926","1929","1905","1917","1242201","639"
"2002-06-13","1910","1919","1891","1895","1135301","631.7"
"2002-06-14","1876","1895","1860","1883","1459401","627.7"
"2002-06-17","1875","1880","1811","1811","1129801","603.7"
"2002-06-18","1830","1850","1604","1650","5468505","550"
"2002-06-19","1600","1665","1572","1603","5262705","534.3"
"2002-06-20","1596","1700","1590","1700","2555403","566.7"
"2002-06-21","1655","1720","1625","1655","2613203","551.7"
"2002-06-24","1590","1643","1590","1624","1196401","541.3"
"2002-06-25","1650","1699","1630","1665","1140901","555"
"2002-06-26","1621","1644","1620","1625","1391101","541.7"
"2002-06-27","1650","1658","1615","1625","924801","541.7"
"2002-06-28","1650","1665","1637","1664","898401","554.7"
"2002-07-01","1670","1688","1660","1670","576901","556.7"
"2002-07-02","1650","1665","1632","1662","845701","554"
"2002-07-03","1632","1700","1631","1691","831601","563.7"
"2002-07-04","1700","1718","1681","1710","1101701","570"
"2002-07-05","1713","1750","1712","1734","916101","578"
"2002-07-08","1750","1780","1702","1702","1373401","567.3"
"2002-07-09","1702","1720","1680","1714","602001","571.3"
"2002-07-10","1695","1700","1670","1670","494100","556.7"
"2002-07-11","1640","1650","1632","1650","765901","550"
"2002-07-12","1652","1668","1645","1646","502201","548.7"
"2002-07-15","1635","1640","1600","1605","762201","535"
"2002-07-16","1605","1633","1601","1601","650501","533.7"
"2002-07-17","1599","1599","1453","1475","5698506","491.7"
"2002-07-18","1503","1513","1435","1475","4293304","491.7"
"2002-07-19","1455","1464","1410","1420","3349003","473.3"
"2002-07-22","1340","1388","1315","1365","2992503","455"
"2002-07-23","1345","1510","1339","1485","3718804","495"
"2002-07-24","1460","1479","1413","1425","1967802","475"
"2002-07-25","1490","1495","1430","1431","1732802","477"
"2002-07-26","1400","1414","1370","1390","1378101","463.3"
"2002-07-29","1401","1420","1285","1380","2670003","460"
"2002-07-30","1420","1425","1363","1380","1955202","460"
"2002-07-31","1360","1364","1330","1350","1400601","450"
"2002-08-01","1330","1344","1292","1296","2818203","432"
"2002-08-02","1256","1295","1253","1266","2592503","422"
"2002-08-05","1265","1304","1259","1280","1607302","426.7"
"2002-08-06","1260","1275","1185","1190","2806603","396.7"
"2002-08-07","1250","1258","1205","1232","2904303","410.7"
"2002-08-08","1240","1240","1091","1117","5648706","372.3"
"2002-08-09","1137","1224","1061","1221","8255008","407"
"2002-08-12","1231","1307","1211","1245","7075607","415"
"2002-08-13","1226","1254","1212","1235","2271002","411.7"
"2002-08-14","1200","1213","1165","1175","2975203","391.7"
"2002-08-15","1205","1245","1175","1245","4086604","415"
"2002-08-16","1266","1290","1228","1250","3721204","416.7"
"2002-08-19","1260","1265","1218","1225","1608602","408.3"
"2002-08-20","1245","1260","1206","1221","1933602","407"
"2002-08-21","1191","1242","1190","1219","1557902","406.3"
"2002-08-22","1224","1257","1212","1251","1708902","417"
"2002-08-23","1280","1370","1270","1345","6540407","448.3"
"2002-08-26","1325","1428","1321","1402","5581906","467.3"
"2002-08-27","1400","1434","1346","1348","4781705","449.3"
"2002-08-28","1344","1347","1295","1300","3285003","433.3"
"2002-08-29","1260","1276","1195","1206","4942705","402"
"2002-08-30","1239","1249","1207","1238","3562004","412.7"
"2002-09-02","1218","1235","1206","1208","1737902","402.7"
"2002-09-03","1191","1201","1157","1170","2384802","390"
"2002-09-04","1141","1180","1129","1158","2851603","386"
"2002-09-05","1188","1190","1158","1165","2000202","388.3"
"2002-09-06","1125","1160","1095","1152","2399202","384"
"2002-09-09","1172","1193","1151","1151","1279801","383.7"
"2002-09-10","1148","1165","1122","1130","1457601","376.7"
"2002-09-11","1130","1134","1100","1103","2143702","367.7"
"2002-09-12","1043","1057","1020","1051","5494505","350.3"
"2002-09-13","1011","1067","1010","1064","4275104","354.7"
"2002-09-17","1077","1107","1077","1101","2412402","367"
"2002-09-18","1075","1099","1048","1075","1933102","358.3"
"2002-09-19","1159","1163","1101","1115","3059403","371.7"
"2002-09-20","1080","1111","1072","1075","1320501","358.3"
"2002-09-24","1050","1118","1043","1100","1853402","366.7"
"2002-09-25","1081","1144","1069","1091","2100802","363.7"
"2002-09-26","1131","1135","1096","1099","972401","366.3"
"2002-09-27","1120","1159","1120","1158","2395502","386"
"2002-09-30","1155","1194","1150","1178","2408702","392.7"
"2002-10-01","1165","1168","1126","1131","1698502","377"
"2002-10-02","1171","1171","1104","1104","1890902","368"
"2002-10-03","1085","1119","1074","1080","2074502","360"
"2002-10-04","1070","1097","1070","1090","1125901","363.3"
"2002-10-07","1071","1075","1051","1066","1223701","355.3"
"2002-10-08","1050","1070","1034","1044","1485301","348"
"2002-10-09","1032","1040","946","951","4137904","317"
"2002-10-10","931","959","861","950","6021006","316.7"
"2002-10-11","998","1038","975","990","5864506","330"
"2002-10-15","1054","1058","1023","1050","2435602","350"
"2002-10-16","1070","1079","990","994","3792004","331.3"
"2002-10-17","1004","1040","1002","1016","2550003","338.7"
"2002-10-18","1041","1057","1023","1057","2287302","352.3"
"2002-10-21","1058","1060","1016","1020","1332801","340"
"2002-10-22","1000","1008","946","946","2702103","315.3"
"2002-10-23","916","983","907","981","2165902","327"
"2002-10-24","991","997","950","950","1669702","316.7"
"2002-10-25","940","960","931","944","1150001","314.7"
"2002-10-28","945","979","932","975","1089001","325"
"2002-10-29","955","978","955","958","992501","319.3"
"2002-10-30","947","974","942","962","854801","320.7"
"2002-10-31","970","976","932","932","1174101","310.7"
"2002-11-01","932","937","913","927","1246001","309"
"2002-11-05","957","998","949","997","1998702","332.3"
"2002-11-06","1007","1033","982","1029","3013703","343"
"2002-11-07","1025","1028","984","1003","1627502","334.3"
"2002-11-08","973","980","963","964","1413401","321.3"
"2002-11-11","950","955","935","940","1024901","313.3"
"2002-11-12","912","954","912","951","1320401","317"
"2002-11-13","941","950","920","921","1081501","307"
"2002-11-14","920","928","862","863","2457602","287.7"
"2002-11-15","892","925","845","901","2406602","300.3"
"2002-11-18","871","885","827","830","2916303","276.7"
"2002-11-19","870","930","855","930","5077805","310"
"2002-11-20","1030","1030","1010","1030","2516903","343.3"
"2002-11-21","1150","1195","1113","1161","12550013","387"
"2002-11-22","1201","1210","1110","1128","6560707","376"
"2002-11-25","1120","1328","1110","1328","6418706","442.7"
"2002-11-26","1368","1520","1353","1381","15437115","460.3"
"2002-11-27","1441","1466","1367","1395","10886611","465"
"2002-11-28","1450","1450","1351","1370","4714505","456.7"
"2002-11-29","1400","1410","1330","1390","2760703","463.3"
"2002-12-02","1401","1557","1372","1485","7529208","495"
"2002-12-03","1505","1545","1487","1498","4217104","499.3"
"2002-12-04","1400","1465","1361","1449","3665604","483"
"2002-12-05","1480","1489","1440","1440","3416303","480"
"2002-12-06","1379","1410","1340","1340","4186104","446.7"
"2002-12-09","1331","1350","1280","1292","4204704","430.7"
"2002-12-10","1252","1328","1252","1327","3355803","442.3"
"2002-12-11","1320","1344","1269","1278","3001403","426"
"2002-12-12","1258","1278","1242","1262","2322902","420.7"
"2002-12-13","1263","1310","1244","1279","3514604","426.3"
"2002-12-16","1259","1279","1240","1245","1583802","415"
"2002-12-17","1285","1288","1256","1272","1616402","424"
"2002-12-18","1260","1281","1250","1251","1551102","417"
"2002-12-19","1235","1355","1216","1342","6156806","447.3"
"2002-12-20","1351","1364","1302","1304","3660104","434.7"
"2002-12-24","1325","1366","1313","1356","3359603","452"
"2002-12-25","1336","1351","1311","1311","2121602","437"
"2002-12-26","1331","1357","1320","1345","2165602","448.3"
"2002-12-27","1354","1390","1343","1376","3768604","458.7"
"2002-12-30","1360","1392","1355","1355","1809302","451.7"
